"forecastdate","lst","height","z","win_s","win_d","rh","tc","td"
"2018-01-06 20:00:00","2018-01-08 10:00:00",925,783.24,13.49,121.16,100,0.99,0.95
"2018-01-06 20:00:00","2018-01-08 11:00:00",925,783.41,13.3,121.07,100,0.66,0.64
"2018-01-06 20:00:00","2018-01-08 12:00:00",925,785.82,13.85,123.74,100,-0.09,-0.1
"2018-01-06 20:00:00","2018-01-08 13:00:00",925,786.37,14.08,122.92,100,-0.57,-0.58
"2018-01-06 20:00:00","2018-01-08 14:00:00",925,787.69,13.42,127.28,96.07,-0.82,-1.41
"2018-01-06 20:00:00","2018-01-08 15:00:00",925,789.44,13.89,132.46,94.07,-1.67,-2.54
"2018-01-06 20:00:00","2018-01-08 16:00:00",925,793.61,14.9,139.58,94.49,-2.29,-3.1
"2018-01-06 20:00:00","2018-01-08 17:00:00",925,800.33,15.03,139.67,75.18,-2.21,-6.04
"2018-01-06 20:00:00","2018-01-08 18:00:00",925,803.35,14.88,140.91,69.57,-2.27,-7.11
"2018-01-06 20:00:00","2018-01-08 19:00:00",925,805.71,16.48,141.76,61.22,-2.2,-8.71
"2018-01-06 20:00:00","2018-01-08 20:00:00",925,810.33,16.94,140.39,63.63,-3.03,-8.99
"2018-01-06 20:00:00","2018-01-08 21:00:00",925,813.51,16.73,138.55,61.98,-4.02,-10.26
"2018-01-06 20:00:00","2018-01-08 22:00:00",925,808.97,17.07,138.19,63.3,-5.11,-11.02
"2018-01-06 20:00:00","2018-01-08 23:00:00",925,809.48,16.35,136.52,64.59,-5.84,-11.46
"2018-01-06 20:00:00","2018-01-09 00:00:00",925,811.82,16.49,135.67,53.47,-5.92,-13.88
"2018-01-06 20:00:00","2018-01-09 01:00:00",925,811.3,15.29,134.64,51.06,-6.25,-14.75
"2018-01-06 20:00:00","2018-01-09 02:00:00",925,812.97,14.23,133.08,57.17,-6.91,-13.98
"2018-01-06 20:00:00","2018-01-09 03:00:00",925,814.68,13.71,133.99,64.19,-7.56,-13.17
"2018-01-06 20:00:00","2018-01-09 04:00:00",925,816.96,13.91,134.05,59.75,-7.52,-14.01
"2018-01-06 20:00:00","2018-01-09 05:00:00",925,818.12,14.61,133.54,46.27,-6.63,-16.31
"2018-01-06 20:00:00","2018-01-09 06:00:00",925,819.48,14.63,131.41,35.87,-5.9,-18.79
"2018-01-06 20:00:00","2018-01-09 07:00:00",925,821.14,14.12,130.56,30.79,-5.47,-20.24
"2018-01-06 20:00:00","2018-01-09 08:00:00",925,823.23,13.6,134.48,29.03,-5.48,-20.86
"2018-01-06 20:00:00","2018-01-09 09:00:00",925,823.99,13.07,138.29,32.4,-5.82,-19.85
"2018-01-06 20:00:00","2018-01-09 10:00:00",925,822.35,12.48,143.14,38.68,-6.1,-17.98
"2018-01-06 20:00:00","2018-01-09 11:00:00",925,821.72,10.65,148.05,50.05,-5.99,-14.74
"2018-01-06 20:00:00","2018-01-09 12:00:00",925,821.55,9.7,149.22,58.06,-5.6,-12.55
"2018-01-06 20:00:00","2018-01-09 13:00:00",925,820.38,9.2,150.09,62.33,-5.25,-11.34
"2018-01-06 20:00:00","2018-01-09 14:00:00",925,818.59,9.05,151.75,62.42,-4.87,-10.98
"2018-01-06 20:00:00","2018-01-09 15:00:00",925,818.19,9.31,153.12,59.52,-4.63,-11.34
"2018-01-06 20:00:00","2018-01-09 16:00:00",925,822.73,10.44,155.53,55.67,-4.59,-12.13
"2018-01-06 20:00:00","2018-01-09 17:00:00",925,824.64,10.61,158.74,61.1,-4.64,-11.02
"2018-01-06 20:00:00","2018-01-09 18:00:00",925,825.59,10.99,161.59,64.52,-4.75,-10.43
"2018-01-06 20:00:00","2018-01-09 19:00:00",925,828.67,11.74,164.96,65.37,-4.79,-10.31
"2018-01-06 20:00:00","2018-01-09 20:00:00",925,829.86,11.9,168.29,77.92,-4.92,-8.21
"2018-01-06 20:00:00","2018-01-09 21:00:00",925,829.39,13.2,166.37,72.73,-4.98,-9.14
"2018-01-06 20:00:00","2018-01-09 22:00:00",925,823.82,14.95,163.59,66.68,-4.93,-10.19
"2018-01-06 20:00:00","2018-01-09 23:00:00",925,823.66,15.38,162.22,70.47,-5.25,-9.8
"2018-01-06 20:00:00","2018-01-10 00:00:00",925,823.75,15.48,160.73,67.12,-5.64,-10.79
"2018-01-06 20:00:00","2018-01-10 01:00:00",925,821.88,15.07,156.8,67.88,-5.96,-10.95
"2018-01-06 20:00:00","2018-01-10 02:00:00",925,822.31,14.52,153.3,62.64,-5.81,-11.82
"2018-01-06 20:00:00","2018-01-10 03:00:00",925,824.77,14.21,152.84,64.1,-5.85,-11.57
"2018-01-06 20:00:00","2018-01-10 04:00:00",925,828.32,14.03,150.6,61.01,-5.67,-12.02
"2018-01-06 20:00:00","2018-01-10 05:00:00",925,830,13.93,146.13,51.05,-5.16,-13.76
"2018-01-06 20:00:00","2018-01-10 06:00:00",925,831.08,14.6,142.35,46.62,-4.93,-14.7
"2018-01-06 20:00:00","2018-01-10 07:00:00",925,832.9,14.46,141.57,39.92,-4.63,-16.35
"2018-01-06 20:00:00","2018-01-10 08:00:00",925,835.57,14.26,140.88,38.31,-4.68,-16.86
"2018-01-06 20:00:00","2018-01-10 09:00:00",925,837.98,14.76,141,37.39,-4.86,-17.26
"2018-01-06 20:00:00","2018-01-10 10:00:00",925,835.47,13.97,140.64,46.88,-5.54,-15.13
"2018-01-06 20:00:00","2018-01-10 11:00:00",925,836.64,11.82,140.12,57.42,-5.69,-12.78
"2018-01-06 20:00:00","2018-01-10 12:00:00",925,837.22,11.06,140.2,60.71,-5.4,-11.81
"2018-01-06 20:00:00","2018-01-10 13:00:00",925,835.6,11.26,138.8,60.46,-5.04,-11.53
"2018-01-06 20:00:00","2018-01-10 14:00:00",925,834.95,11.06,137.23,59.68,-4.81,-11.47
"2018-01-06 20:00:00","2018-01-10 15:00:00",925,835.78,10.76,136.57,55.88,-4.69,-12.18
"2018-01-06 20:00:00","2018-01-10 16:00:00",925,842.9,10.53,135.27,57.72,-4.92,-11.99
"2018-01-06 20:00:00","2018-01-10 17:00:00",925,845.06,11.59,135.11,55.9,-5.21,-12.66
"2018-01-06 20:00:00","2018-01-10 18:00:00",925,847.91,11.76,134.1,55.35,-5.47,-13.02
"2018-01-06 20:00:00","2018-01-10 19:00:00",925,853.63,11.24,132.23,56.52,-5.82,-13.09
"2018-01-06 20:00:00","2018-01-10 20:00:00",925,856.9,10.52,131.93,58.66,-6.17,-12.97
"2018-01-06 20:00:00","2018-01-06 20:00:00",850,1498.97,9.45,267.7,99.6,1.55,1.42
"2018-01-06 20:00:00","2018-01-06 21:00:00",850,1495.37,10.97,268.98,100,1.5,1.49
"2018-01-06 20:00:00","2018-01-06 22:00:00",850,1495.34,12.11,269.31,100,1.18,1.16
"2018-01-06 20:00:00","2018-01-06 23:00:00",850,1495.7,13.32,271.14,100,0.76,0.75
"2018-01-06 20:00:00","2018-01-07 00:00:00",850,1495.06,13.46,263.16,100,1.07,1.05
"2018-01-06 20:00:00","2018-01-07 01:00:00",850,1496.4,13.86,256.98,100,1.25,1.23
"2018-01-06 20:00:00","2018-01-07 02:00:00",850,1491.64,13.31,251.97,100,1.73,1.72
"2018-01-06 20:00:00","2018-01-07 03:00:00",850,1493.47,13.83,245.95,100,2.16,2.15
"2018-01-06 20:00:00","2018-01-07 04:00:00",850,1492.22,13.31,247.3,100,2.3,2.29
"2018-01-06 20:00:00","2018-01-07 05:00:00",850,1488.31,11.68,242.81,100,2.98,2.97
"2018-01-06 20:00:00","2018-01-07 06:00:00",850,1488.57,10.87,239.94,100,3.24,3.22
"2018-01-06 20:00:00","2018-01-07 07:00:00",850,1487.18,10.16,239.16,100,3.33,3.32
"2018-01-06 20:00:00","2018-01-07 08:00:00",850,1487.07,8.83,243.48,100,3.46,3.44
"2018-01-06 20:00:00","2018-01-07 09:00:00",850,1487.52,6.78,230.81,100,3.8,3.78
"2018-01-06 20:00:00","2018-01-07 10:00:00",850,1484.08,6.54,218.56,100,4.04,4.03
"2018-01-06 20:00:00","2018-01-07 11:00:00",850,1479.72,7.09,208.28,99.71,4.4,4.31
"2018-01-06 20:00:00","2018-01-07 12:00:00",850,1478.84,7.91,205.08,98.21,4.49,4.18
"2018-01-06 20:00:00","2018-01-07 13:00:00",850,1475.94,8.18,199.77,98.55,4.2,3.94
"2018-01-06 20:00:00","2018-01-07 14:00:00",850,1473.97,8.6,196.18,98.37,3.96,3.68
"2018-01-06 20:00:00","2018-01-07 15:00:00",850,1472.86,8.71,193.8,98.14,3.78,3.47
"2018-01-06 20:00:00","2018-01-07 16:00:00",850,1474.2,9.23,189.91,95.39,4.02,3.27
"2018-01-06 20:00:00","2018-01-07 17:00:00",850,1475.33,9.92,188.57,90.83,4.38,2.94
"2018-01-06 20:00:00","2018-01-07 18:00:00",850,1476.99,10.86,187.67,86.12,4.93,2.73
"2018-01-06 20:00:00","2018-01-07 19:00:00",850,1477.36,11.61,184.36,83.65,5.48,2.86
"2018-01-06 20:00:00","2018-01-07 20:00:00",850,1476.97,11.45,183.83,84.96,5.51,3.1
"2018-01-06 20:00:00","2018-01-07 21:00:00",850,1476.62,11.27,185.65,86.42,5.44,3.27
"2018-01-06 20:00:00","2018-01-07 22:00:00",850,1474.52,11.42,187.4,87.77,5.26,3.3
"2018-01-06 20:00:00","2018-01-07 23:00:00",850,1473.21,11.92,185.99,87.99,5.34,3.42
"2018-01-06 20:00:00","2018-01-08 00:00:00",850,1474.18,12.37,185.12,87.52,5.31,3.32
"2018-01-06 20:00:00","2018-01-08 01:00:00",850,1473.95,12.34,183.45,88.5,4.78,2.95
"2018-01-06 20:00:00","2018-01-08 02:00:00",850,1472.75,12.23,183.74,87.54,4.79,2.81
"2018-01-06 20:00:00","2018-01-08 03:00:00",850,1473.35,12.37,181.9,89.09,4.42,2.69
"2018-01-06 20:00:00","2018-01-08 04:00:00",850,1470.89,12.72,179.54,90.46,3.94,2.44
"2018-01-06 20:00:00","2018-01-08 05:00:00",850,1470.02,13.09,177.49,90.13,3.45,1.9
"2018-01-06 20:00:00","2018-01-08 06:00:00",850,1468.04,13.17,174.53,88.14,3.08,1.22
"2018-01-06 20:00:00","2018-01-08 07:00:00",850,1466.78,12.7,170.73,84.42,2.51,0.03
"2018-01-06 20:00:00","2018-01-08 08:00:00",850,1467.92,12.96,165.9,81.69,1.68,-1.27
"2018-01-06 20:00:00","2018-01-08 09:00:00",850,1468.6,12.94,158.36,81.23,0.64,-2.31
"2018-01-06 20:00:00","2018-01-08 10:00:00",850,1466.86,12.38,156.88,83.45,0.14,-2.37
"2018-01-06 20:00:00","2018-01-08 11:00:00",850,1465.41,11.53,148.83,79.22,-0.6,-3.9
"2018-01-06 20:00:00","2018-01-08 12:00:00",850,1466.14,10.28,143.29,81.44,-1.4,-4.4
"2018-01-06 20:00:00","2018-01-08 13:00:00",850,1465.19,9.37,138.4,85.9,-2.33,-4.49
"2018-01-06 20:00:00","2018-01-08 14:00:00",850,1465.13,10.29,137.74,81.43,-2.84,-5.69
"2018-01-06 20:00:00","2018-01-08 15:00:00",850,1465.62,10.67,135.85,76.6,-2.95,-6.56
"2018-01-06 20:00:00","2018-01-08 16:00:00",850,1468.47,11.6,139.41,68.8,-3.13,-8.13
"2018-01-06 20:00:00","2018-01-08 17:00:00",850,1474.47,13.45,135.49,49.69,-3.31,-12.35
"2018-01-06 20:00:00","2018-01-08 18:00:00",850,1477.75,15.15,135.45,41.51,-3.1,-14.38
"2018-01-06 20:00:00","2018-01-08 19:00:00",850,1480.58,15.49,137.48,30.7,-2.75,-17.78
"2018-01-06 20:00:00","2018-01-08 20:00:00",850,1483.4,15.89,144.08,28.43,-3.24,-19.19
"2018-01-06 20:00:00","2018-01-08 21:00:00",850,1484.33,16.97,149.27,22.87,-3.97,-22.59
"2018-01-06 20:00:00","2018-01-08 22:00:00",850,1476.66,17.93,152.35,18.71,-5.15,-26.42
"2018-01-06 20:00:00","2018-01-08 23:00:00",850,1475.58,18.27,151.7,16.55,-5.63,-28.5
"2018-01-06 20:00:00","2018-01-09 00:00:00",850,1477.88,18.39,148.47,15.66,-5.84,-28.94
"2018-01-06 20:00:00","2018-01-09 01:00:00",850,1476.02,17.03,141.92,14.41,-6.55,-30.55
"2018-01-06 20:00:00","2018-01-09 02:00:00",850,1475.63,16.5,136.95,18.18,-7.5,-28.62
"2018-01-06 20:00:00","2018-01-09 03:00:00",850,1475.84,16.86,134.32,19.01,-8.01,-28.76
"2018-01-06 20:00:00","2018-01-09 04:00:00",850,1479.04,16.53,135.82,17.12,-7.51,-29.45
"2018-01-06 20:00:00","2018-01-09 05:00:00",850,1482.33,15.57,136.41,13.62,-6.75,-30.9
"2018-01-06 20:00:00","2018-01-09 06:00:00",850,1485.08,14.59,135.18,10.61,-6.33,-32.79
"2018-01-06 20:00:00","2018-01-09 07:00:00",850,1487.02,13.77,134.87,11.01,-6.39,-32.32
"2018-01-06 20:00:00","2018-01-09 08:00:00",850,1488.82,13.49,136.44,12.39,-6.53,-31.07
"2018-01-06 20:00:00","2018-01-09 09:00:00",850,1489.11,13.68,137.93,14.14,-6.65,-29.77
"2018-01-06 20:00:00","2018-01-09 10:00:00",850,1487.16,14.04,139.19,15.06,-6.65,-29.21
"2018-01-06 20:00:00","2018-01-09 11:00:00",850,1486.2,14.18,141.67,16.23,-6.76,-28.7
"2018-01-06 20:00:00","2018-01-09 12:00:00",850,1485.99,14.29,142.92,18.1,-6.91,-27.93
"2018-01-06 20:00:00","2018-01-09 13:00:00",850,1484.67,14.26,143.87,21.18,-7.16,-26.7
"2018-01-06 20:00:00","2018-01-09 14:00:00",850,1483.02,14.2,145.06,23.38,-7.25,-25.8
"2018-01-06 20:00:00","2018-01-09 15:00:00",850,1483.17,14.07,146.86,22.96,-7.12,-25.68
"2018-01-06 20:00:00","2018-01-09 16:00:00",850,1488.05,14.2,149.26,22.15,-7.04,-25.72
"2018-01-06 20:00:00","2018-01-09 17:00:00",850,1489.56,14.74,152.05,23.94,-7.28,-25.05
"2018-01-06 20:00:00","2018-01-09 18:00:00",850,1490.52,15.11,156.47,24.52,-7.3,-24.77
"2018-01-06 20:00:00","2018-01-09 19:00:00",850,1494.08,15.88,159.17,24.31,-6.94,-24.51
"2018-01-06 20:00:00","2018-01-09 20:00:00",850,1495.87,16.23,160.99,26.08,-6.53,-23.6
"2018-01-06 20:00:00","2018-01-09 21:00:00",850,1495.75,17.42,159.29,26.14,-6.43,-23.19
"2018-01-06 20:00:00","2018-01-09 22:00:00",850,1490.04,18.18,158.4,27.6,-6.64,-22.6
"2018-01-06 20:00:00","2018-01-09 23:00:00",850,1488.93,18.43,156.44,30.11,-7.04,-21.97
"2018-01-06 20:00:00","2018-01-10 00:00:00",850,1487.87,18.29,154.64,33.26,-7.54,-21.21
"2018-01-06 20:00:00","2018-01-10 01:00:00",850,1485.56,16.9,148.23,33.07,-7.72,-21.42
"2018-01-06 20:00:00","2018-01-10 02:00:00",850,1485.75,15.31,143.12,32.73,-8.07,-21.75
"2018-01-06 20:00:00","2018-01-10 03:00:00",850,1487.85,15.77,141.74,32.72,-8.3,-21.95
"2018-01-06 20:00:00","2018-01-10 04:00:00",850,1491.56,15.33,137.2,32.98,-8.33,-21.85
"2018-01-06 20:00:00","2018-01-10 05:00:00",850,1494.03,14.81,135.34,31.1,-8.12,-22.3
"2018-01-06 20:00:00","2018-01-10 06:00:00",850,1495.51,14.87,137.67,29.1,-7.94,-22.87
"2018-01-06 20:00:00","2018-01-10 07:00:00",850,1497.94,15.23,142.03,27.63,-7.62,-23.17
"2018-01-06 20:00:00","2018-01-10 08:00:00",850,1500.37,15.49,144.12,26.65,-7.66,-23.64
"2018-01-06 20:00:00","2018-01-10 09:00:00",850,1502.42,16.54,143.6,25.44,-7.82,-24.28
"2018-01-06 20:00:00","2018-01-10 10:00:00",850,1499.01,17.43,142.67,26.07,-8.09,-24.24
"2018-01-06 20:00:00","2018-01-10 11:00:00",850,1499.31,17.8,140.84,27.28,-8.41,-24.12
"2018-01-06 20:00:00","2018-01-10 12:00:00",850,1499.39,17.51,138.96,29.46,-8.55,-23.86
"2018-01-06 20:00:00","2018-01-10 13:00:00",850,1497.57,16.43,136.31,36.07,-8.77,-22.09
"2018-01-06 20:00:00","2018-01-10 14:00:00",850,1496.41,14.98,135.12,45.44,-9.42,-19.63
"2018-01-06 20:00:00","2018-01-10 15:00:00",850,1497.19,14.25,133.9,46.17,-9.68,-19.51
"2018-01-06 20:00:00","2018-01-10 16:00:00",850,1504.13,14.37,132.04,41.39,-9.62,-20.84
"2018-01-06 20:00:00","2018-01-10 17:00:00",850,1506.13,14.58,132.36,36.98,-9.51,-22.02
"2018-01-06 20:00:00","2018-01-10 18:00:00",850,1508.63,14.34,131.58,34.49,-9.54,-22.82
"2018-01-06 20:00:00","2018-01-10 19:00:00",850,1513.73,13.88,130.89,32.42,-9.64,-23.59
"2018-01-06 20:00:00","2018-01-10 20:00:00",850,1516.44,13.43,130.57,33.39,-9.76,-23.28
"2018-01-06 20:00:00","2018-01-06 20:00:00",700,3073.07,11.35,224.12,95.27,-0.96,-1.7
"2018-01-06 20:00:00","2018-01-06 21:00:00",700,3068.82,13.55,226.22,100,-0.75,-0.77
"2018-01-06 20:00:00","2018-01-06 22:00:00",700,3068.06,17.01,222.85,100,-0.42,-0.44
"2018-01-06 20:00:00","2018-01-06 23:00:00",700,3069.33,19.12,212.38,99.98,-0.19,-0.24
"2018-01-06 20:00:00","2018-01-07 00:00:00",700,3069.15,19.56,205.09,99.5,-0.5,-0.6
"2018-01-06 20:00:00","2018-01-07 01:00:00",700,3068.9,20.01,203.43,96.81,-0.84,-1.32
"2018-01-06 20:00:00","2018-01-07 02:00:00",700,3064.65,19.64,204.22,96.03,-0.86,-1.45
"2018-01-06 20:00:00","2018-01-07 03:00:00",700,3065.44,19.23,206.71,98.32,-1.22,-1.49
"2018-01-06 20:00:00","2018-01-07 04:00:00",700,3063.03,18.83,207.39,95.38,-1.31,-2.02
"2018-01-06 20:00:00","2018-01-07 05:00:00",700,3060.69,18.17,207.24,96.26,-1.48,-2.03
"2018-01-06 20:00:00","2018-01-07 06:00:00",700,3061.28,17.93,208.22,96.51,-1.71,-2.22
"2018-01-06 20:00:00","2018-01-07 07:00:00",700,3060.39,17.35,205.07,92.05,-1.6,-2.79
"2018-01-06 20:00:00","2018-01-07 08:00:00",700,3060.57,17.46,206.27,88.78,-1.66,-3.39
"2018-01-06 20:00:00","2018-01-07 09:00:00",700,3060.86,16.53,205.39,85.66,-1.87,-4.17
"2018-01-06 20:00:00","2018-01-07 10:00:00",700,3057.45,16.23,203.12,84.03,-1.78,-4.35
"2018-01-06 20:00:00","2018-01-07 11:00:00",700,3054.39,16.95,200.45,75.91,-1.26,-5.04
"2018-01-06 20:00:00","2018-01-07 12:00:00",700,3054.75,18.07,198.48,77.39,-0.98,-4.48
"2018-01-06 20:00:00","2018-01-07 13:00:00",700,3052.98,18.76,196.24,81.65,-0.93,-3.73
"2018-01-06 20:00:00","2018-01-07 14:00:00",700,3051.3,19.41,192.37,83.88,-0.82,-3.26
"2018-01-06 20:00:00","2018-01-07 15:00:00",700,3050.73,20.49,190.26,82.36,-0.61,-3.3
"2018-01-06 20:00:00","2018-01-07 16:00:00",700,3052.82,21.06,190.23,86.43,-0.93,-2.97
"2018-01-06 20:00:00","2018-01-07 17:00:00",700,3053.36,21.83,189.31,92.79,-1.37,-2.44
"2018-01-06 20:00:00","2018-01-07 18:00:00",700,3055.65,22.61,191.35,94.54,-1.47,-2.29
"2018-01-06 20:00:00","2018-01-07 19:00:00",700,3056.34,23.51,194.01,94.76,-1.77,-2.54
"2018-01-06 20:00:00","2018-01-07 20:00:00",700,3056.06,23.85,194.93,94.65,-1.83,-2.61
"2018-01-06 20:00:00","2018-01-07 21:00:00",700,3055.14,23.51,195.35,95.89,-1.94,-2.54
"2018-01-06 20:00:00","2018-01-07 22:00:00",700,3052.45,23.22,196.48,96.88,-2.05,-2.5
"2018-01-06 20:00:00","2018-01-07 23:00:00",700,3051.68,23.88,196.61,96.4,-2.09,-2.61
"2018-01-06 20:00:00","2018-01-08 00:00:00",700,3053.05,24.23,197.63,95.28,-1.85,-2.56
"2018-01-06 20:00:00","2018-01-08 01:00:00",700,3052.89,24,197.7,92.08,-1.51,-2.68
"2018-01-06 20:00:00","2018-01-08 02:00:00",700,3052.29,22.46,197.64,90.13,-1.27,-2.75
"2018-01-06 20:00:00","2018-01-08 03:00:00",700,3051.01,21.83,200.84,95.96,-1.45,-2.04
"2018-01-06 20:00:00","2018-01-08 04:00:00",700,3047.14,21.91,201.81,96.28,-1.45,-2
"2018-01-06 20:00:00","2018-01-08 05:00:00",700,3044.78,21.41,198.36,97.72,-1.84,-2.18
"2018-01-06 20:00:00","2018-01-08 06:00:00",700,3041.22,21.42,196.94,97.97,-2.13,-2.44
"2018-01-06 20:00:00","2018-01-08 07:00:00",700,3037.49,20.19,195.12,97.52,-2.36,-2.73
"2018-01-06 20:00:00","2018-01-08 08:00:00",700,3035.23,18.79,195.53,97.58,-2.6,-2.96
"2018-01-06 20:00:00","2018-01-08 09:00:00",700,3032.05,18.76,197.09,98.17,-2.79,-3.09
"2018-01-06 20:00:00","2018-01-08 10:00:00",700,3027.1,19.31,195.12,98.08,-3.25,-3.54
"2018-01-06 20:00:00","2018-01-08 11:00:00",700,3022.06,19.43,192.93,96.67,-3.56,-4.07
"2018-01-06 20:00:00","2018-01-08 12:00:00",700,3019.82,21.03,191.28,94.63,-3.73,-4.51
"2018-01-06 20:00:00","2018-01-08 13:00:00",700,3014.71,22.02,188.96,94.25,-4.12,-4.95
"2018-01-06 20:00:00","2018-01-08 14:00:00",700,3010.78,21.09,185.98,82.91,-4.49,-7.04
"2018-01-06 20:00:00","2018-01-08 15:00:00",700,3009.45,21.46,182.96,70.35,-4.61,-9.31
"2018-01-06 20:00:00","2018-01-08 16:00:00",700,3011.52,21.41,179.8,59.8,-4.81,-11.56
"2018-01-06 20:00:00","2018-01-08 17:00:00",700,3013.79,21.13,176.78,57.83,-5.82,-12.92
"2018-01-06 20:00:00","2018-01-08 18:00:00",700,3016.36,19.53,171.34,50.35,-6.41,-15.19
"2018-01-06 20:00:00","2018-01-08 19:00:00",700,3019.69,19.34,168.48,47.89,-6.67,-16.07
"2018-01-06 20:00:00","2018-01-08 20:00:00",700,3021.92,19.27,166.1,38.65,-6.85,-18.81
"2018-01-06 20:00:00","2018-01-08 21:00:00",700,3021.54,20.19,167.09,21.78,-6.82,-25.46
"2018-01-06 20:00:00","2018-01-08 22:00:00",700,3013.01,22.81,171.35,10.98,-6.2,-32.9
"2018-01-06 20:00:00","2018-01-08 23:00:00",700,3011.04,25.3,169.05,7.07,-6.33,-37.51
"2018-01-06 20:00:00","2018-01-09 00:00:00",700,3010.67,26.04,170.97,5.2,-6.5,-40.45
"2018-01-06 20:00:00","2018-01-09 01:00:00",700,3003.94,27.33,170.05,4.26,-7.04,-42.12
"2018-01-06 20:00:00","2018-01-09 02:00:00",700,2998.01,28.03,166.41,4.25,-7.69,-42.48
"2018-01-06 20:00:00","2018-01-09 03:00:00",700,2996.15,28.27,163.49,4.24,-7.99,-42.72
"2018-01-06 20:00:00","2018-01-09 04:00:00",700,2999.74,26.74,163.26,4.28,-8.46,-42.96
"2018-01-06 20:00:00","2018-01-09 05:00:00",700,3002.45,24.36,162.29,4.55,-9.28,-43
"2018-01-06 20:00:00","2018-01-09 06:00:00",700,3003.96,22.55,160.44,5,-9.98,-42.63
"2018-01-06 20:00:00","2018-01-09 07:00:00",700,3004.69,21.66,159.36,5.4,-10.4,-42.21
"2018-01-06 20:00:00","2018-01-09 08:00:00",700,3005.9,21.07,158.71,5.85,-10.65,-41.65
"2018-01-06 20:00:00","2018-01-09 09:00:00",700,3005.93,21.08,158.88,6.31,-10.74,-40.99
"2018-01-06 20:00:00","2018-01-09 10:00:00",700,3003.85,21.32,158.97,6.82,-10.83,-40.33
"2018-01-06 20:00:00","2018-01-09 11:00:00",700,3002.47,21.66,159,7.25,-10.89,-39.78
"2018-01-06 20:00:00","2018-01-09 12:00:00",700,3001.42,22.13,158.55,7.74,-10.99,-39.22
"2018-01-06 20:00:00","2018-01-09 13:00:00",700,2998.99,22.58,157.82,8.29,-11.12,-38.66
"2018-01-06 20:00:00","2018-01-09 14:00:00",700,2996.42,22.9,157.2,9,-11.3,-38
"2018-01-06 20:00:00","2018-01-09 15:00:00",700,2996.1,23.03,157,9.9,-11.47,-37.19
"2018-01-06 20:00:00","2018-01-09 16:00:00",700,3000.97,23.33,157.23,10.63,-11.56,-36.56
"2018-01-06 20:00:00","2018-01-09 17:00:00",700,3002.1,24.28,157.86,10.95,-11.52,-36.24
"2018-01-06 20:00:00","2018-01-09 18:00:00",700,3003.05,25.17,158.66,11.11,-11.5,-36.1
"2018-01-06 20:00:00","2018-01-09 19:00:00",700,3007.41,25.44,159.75,11.38,-11.59,-35.95
"2018-01-06 20:00:00","2018-01-09 20:00:00",700,3009.57,25.6,160.6,11.77,-11.76,-35.74
"2018-01-06 20:00:00","2018-01-09 21:00:00",700,3008.86,25.75,161.31,12.48,-11.93,-35.28
"2018-01-06 20:00:00","2018-01-09 22:00:00",700,3001.37,25.54,162.12,13.31,-12.16,-34.81
"2018-01-06 20:00:00","2018-01-09 23:00:00",700,2998.78,25.01,162.02,13.61,-12.34,-34.72
"2018-01-06 20:00:00","2018-01-10 00:00:00",700,2996.04,24.23,161.01,13.57,-12.53,-34.89
"2018-01-06 20:00:00","2018-01-10 01:00:00",700,2991.93,23.54,159.68,13.61,-12.82,-35.11
"2018-01-06 20:00:00","2018-01-10 02:00:00",700,2989.57,23.32,158.66,13.86,-13.05,-35.15
"2018-01-06 20:00:00","2018-01-10 03:00:00",700,2989.82,23.28,157.3,14.86,-13.33,-34.7
"2018-01-06 20:00:00","2018-01-10 04:00:00",700,2993.24,23.18,155.96,15.56,-13.36,-34.24
"2018-01-06 20:00:00","2018-01-10 05:00:00",700,2996.67,22.6,154.4,15.46,-13.25,-34.2
"2018-01-06 20:00:00","2018-01-10 06:00:00",700,2999.82,21.86,154.25,14.34,-13.03,-34.78
"2018-01-06 20:00:00","2018-01-10 07:00:00",700,3003.54,21.35,154.21,13.49,-12.96,-35.32
"2018-01-06 20:00:00","2018-01-10 08:00:00",700,3006.24,21.46,154.58,12.81,-12.94,-35.81
"2018-01-06 20:00:00","2018-01-10 09:00:00",700,3007.72,21.81,154.75,12.97,-13.03,-35.75
"2018-01-06 20:00:00","2018-01-10 10:00:00",700,3003.39,22.11,153.66,13.47,-13.11,-35.44
"2018-01-06 20:00:00","2018-01-10 11:00:00",700,3002.41,22.21,151.73,13.91,-13.26,-35.24
"2018-01-06 20:00:00","2018-01-10 12:00:00",700,3002.5,22.05,150.8,13.56,-13.18,-35.43
"2018-01-06 20:00:00","2018-01-10 13:00:00",700,3000.28,21.78,148.79,13.52,-13.26,-35.54
"2018-01-06 20:00:00","2018-01-10 14:00:00",700,2997.6,22.08,148.28,13.37,-13.24,-35.63
"2018-01-06 20:00:00","2018-01-10 15:00:00",700,2997.19,22.12,147.62,13.3,-13.27,-35.7
"2018-01-06 20:00:00","2018-01-10 16:00:00",700,3004.67,21.84,147.01,12.96,-13.15,-35.87
"2018-01-06 20:00:00","2018-01-10 17:00:00",700,3007.5,21.6,145.94,12.55,-13.01,-36.07
"2018-01-06 20:00:00","2018-01-10 18:00:00",700,3009.9,21.44,144.76,12.48,-12.98,-36.1
"2018-01-06 20:00:00","2018-01-10 19:00:00",700,3014.57,21.5,144.31,12.59,-13,-36.05
"2018-01-06 20:00:00","2018-01-10 20:00:00",700,3017.01,21.58,144.27,12.6,-12.98,-36.05
